datetime,count
2011-01-23 09:00:00,28.19
2011-01-23 10:00:00,52.76
2011-01-23 11:00:00,59.94
2011-01-23 12:00:00,70.31
2011-01-23 13:00:00,67.99
2011-01-23 14:00:00,74.26
2011-01-23 15:00:00,73.26
2011-01-23 16:00:00,75.81
2011-01-23 17:00:00,69.89
2011-01-23 18:00:00,67.78
2011-01-23 19:00:00,47.57
2011-01-23 20:00:00,33.58
2011-01-23 21:00:00,34.47
2011-01-23 22:00:00,21.76
2011-01-23 23:00:00,14.56
2011-01-24 00:00:00,11.31
2011-01-24 01:00:00,4.84
2011-01-24 03:00:00,1.83
2011-01-24 04:00:00,2.18
2011-01-24 05:00:00,6.07
2011-01-24 06:00:00,28.0
2011-01-24 07:00:00,81.85
2011-01-24 08:00:00,181.46
2011-01-24 09:00:00,110.84
2011-01-24 10:00:00,43.06
2011-01-24 11:00:00,39.63
2011-01-24 12:00:00,48.88
2011-01-24 13:00:00,44.48
2011-01-24 14:00:00,42.51
2011-01-24 15:00:00,54.53
2011-01-24 16:00:00,71.03
2011-01-24 17:00:00,157.86
2011-01-24 18:00:00,154.58
2011-01-24 19:00:00,97.86
2011-01-24 20:00:00,62.69
2011-01-24 21:00:00,52.81
2011-01-24 22:00:00,25.86
2011-01-24 23:00:00,18.99
2011-01-25 00:00:00,9.02
2011-01-25 01:00:00,3.28
2011-01-25 02:00:00,2.13
2011-01-25 04:00:00,1.57
2011-01-25 05:00:00,5.57
2011-01-25 06:00:00,34.51
2011-01-25 07:00:00,82.13
2011-01-25 08:00:00,199.54
2011-01-25 09:00:00,121.28
2011-01-25 10:00:00,58.4
2011-01-25 11:00:00,59.22
2011-01-25 12:00:00,70.87
2011-01-25 13:00:00,71.04
2011-01-25 14:00:00,73.11
2011-01-25 15:00:00,74.93
2011-01-25 16:00:00,94.19
2011-01-25 17:00:00,214.28
2011-01-25 18:00:00,201.51
2011-01-25 19:00:00,109.66
2011-01-25 20:00:00,70.45
2011-01-25 21:00:00,52.85
2011-01-25 22:00:00,38.79
2011-01-25 23:00:00,21.44
2011-01-26 00:00:00,9.58
2011-01-26 01:00:00,4.8
2011-01-26 02:00:00,3.2970000000000006
2011-01-26 05:00:00,2.66
2011-01-26 06:00:00,24.68
2011-01-26 07:00:00,66.24
2011-01-26 08:00:00,135.08
2011-01-26 09:00:00,96.74
2011-01-26 10:00:00,63.75
2011-01-26 11:00:00,59.36
2011-01-26 12:00:00,56.44
2011-01-26 13:00:00,55.15
2011-01-26 14:00:00,51.87
2011-01-26 15:00:00,48.18
2011-01-26 16:00:00,64.22
2011-01-26 17:00:00,112.2
2011-01-27 16:00:00,78.08
2011-01-27 17:00:00,168.7
2011-01-27 18:00:00,134.65
2011-01-27 19:00:00,97.95
2011-01-27 20:00:00,84.64
2011-01-27 21:00:00,52.18
2011-01-27 22:00:00,41.21
2011-01-27 23:00:00,28.6
2011-01-28 00:00:00,14.66
2011-01-28 01:00:00,6.76
2011-01-28 02:00:00,2.69
2011-01-28 03:00:00,2.02
2011-01-28 05:00:00,6.06
2011-01-28 06:00:00,32.23
2011-01-28 07:00:00,89.66
2011-01-28 08:00:00,208.69
2011-01-28 09:00:00,73.23
2011-01-28 10:00:00,37.13
2011-01-28 11:00:00,40.34
2011-01-28 12:00:00,46.19
2011-01-28 13:00:00,48.8
2011-01-28 14:00:00,56.95
2011-01-28 15:00:00,56.51
2011-01-28 16:00:00,73.21
2011-01-28 17:00:00,164.92
2011-01-28 18:00:00,154.43
2011-01-28 19:00:00,104.0
2011-01-28 20:00:00,70.74
2011-01-28 21:00:00,50.29
2011-01-28 22:00:00,44.69
2011-01-28 23:00:00,32.61
2011-01-29 00:00:00,31.11
2011-01-29 01:00:00,21.89
2011-01-29 02:00:00,16.22
2011-01-29 03:00:00,10.696666666666667
2011-01-29 04:00:00,3.03
2011-01-29 06:00:00,3.2
2011-01-29 07:00:00,10.47
2011-01-29 08:00:00,26.296666666666667
2011-01-29 09:00:00,41.26333333333334
2011-01-29 10:00:00,64.99
2011-01-29 11:00:00,64.39
2011-01-29 12:00:00,83.81
2011-01-29 13:00:00,83.84
2011-01-29 14:00:00,82.44
2011-01-29 15:00:00,80.48
2011-01-29 16:00:00,88.55
2011-01-29 17:00:00,73.89
2011-01-29 18:00:00,67.06
2011-01-29 19:00:00,66.72
2011-01-29 20:00:00,52.79
2011-01-29 21:00:00,39.43
2011-01-29 22:00:00,32.53
2011-01-29 23:00:00,25.61
2011-01-30 00:00:00,30.16
2011-01-30 01:00:00,27.37
2011-01-30 02:00:00,19.65
2011-01-30 03:00:00,12.32
2011-01-30 04:00:00,4.35
2011-01-30 05:00:00,3.36
2011-01-30 07:00:00,8.94
2011-01-30 08:00:00,17.15
2011-01-30 09:00:00,34.150238095238095
2011-01-30 10:00:00,61.88
2011-01-30 11:00:00,71.87
2011-01-30 12:00:00,125.85
2011-01-30 13:00:00,92.7
2011-01-30 14:00:00,95.45
2011-01-30 15:00:00,126.02
2011-01-30 16:00:00,123.73
2011-01-30 17:00:00,82.71
2011-01-30 18:00:00,62.18
2011-01-30 19:00:00,44.45
2011-01-30 20:00:00,38.9
2011-01-30 21:00:00,30.73
2011-01-30 22:00:00,24.28
2011-01-30 23:00:00,16.36
2011-01-31 00:00:00,11.71
2011-01-31 01:00:00,3.68
2011-01-31 02:00:00,2.7725
2011-01-31 03:00:00,2.17
2011-01-31 04:00:00,1.33
2011-01-31 05:00:00,2.06
2011-01-31 06:00:00,32.54
2011-01-31 07:00:00,81.54
2011-01-31 08:00:00,171.41
2011-01-31 09:00:00,92.68
2011-01-31 10:00:00,40.56
2011-01-31 11:00:00,40.67
2011-01-31 12:00:00,59.03
2011-01-31 13:00:00,54.95
2011-01-31 14:00:00,50.75
2011-01-31 15:00:00,46.62
2011-01-31 16:00:00,70.34
2011-01-31 17:00:00,161.45
2011-01-31 18:00:00,155.32
2011-01-31 19:00:00,132.2
2011-01-31 20:00:00,59.36
2011-01-31 21:00:00,33.8
2011-01-31 22:00:00,31.47
2011-01-31 23:00:00,17.19
2011-02-20 00:00:00,32.54
2011-02-20 01:00:00,22.38
2011-02-20 02:00:00,17.17
2011-02-20 03:00:00,9.68
2011-02-20 04:00:00,2.53
2011-02-20 06:00:00,2.72
2011-02-20 07:00:00,9.64
2011-02-20 08:00:00,20.83
2011-02-20 09:00:00,31.83666666666667
2011-02-20 10:00:00,92.88
2011-02-20 11:00:00,113.95
2011-02-20 12:00:00,130.77
2011-02-20 13:00:00,154.59
2011-02-20 14:00:00,148.85
2011-02-20 15:00:00,161.24
2011-02-20 16:00:00,155.16
2011-02-20 17:00:00,109.77
2011-02-20 18:00:00,80.81
2011-02-20 19:00:00,74.31
2011-02-20 20:00:00,62.05
2011-02-20 21:00:00,52.59
2011-02-20 22:00:00,44.92
2011-02-20 23:00:00,35.52
2011-02-21 00:00:00,21.26
2011-02-21 01:00:00,17.94
2011-02-21 02:00:00,10.79
2011-02-21 03:00:00,3.96
2011-02-21 04:00:00,3.69
2011-02-21 05:00:00,7.91
2011-02-21 06:00:00,22.19
2011-02-21 07:00:00,66.35
2011-02-21 08:00:00,74.07
2011-02-21 09:00:00,81.44
2011-02-21 10:00:00,85.66
2011-02-21 11:00:00,86.79
2011-02-21 12:00:00,87.42
2011-02-21 13:00:00,65.22
2011-02-21 14:00:00,83.88
2011-02-21 15:00:00,88.48
2011-02-21 16:00:00,75.69
2011-02-21 17:00:00,87.02
2011-02-21 18:00:00,79.95
2011-02-21 19:00:00,73.33
2011-02-21 20:00:00,36.17
2011-02-21 21:00:00,25.93
2011-02-21 22:00:00,22.59
2011-02-21 23:00:00,12.17
2011-02-22 06:00:00,31.26
2011-02-22 07:00:00,87.17
2011-02-22 08:00:00,192.11
2011-02-22 09:00:00,101.68
2011-02-22 10:00:00,43.36
2011-02-22 11:00:00,50.43
2011-02-22 12:00:00,59.4
2011-02-22 13:00:00,74.47
2011-02-22 14:00:00,73.05
2011-02-22 15:00:00,74.02
2011-02-22 16:00:00,73.33
2011-02-22 17:00:00,165.37
2011-02-22 18:00:00,156.93
2011-02-22 19:00:00,98.9
2011-02-22 20:00:00,73.23
2011-02-22 21:00:00,49.52
2011-02-22 22:00:00,29.79
2011-02-22 23:00:00,18.83
2011-02-23 00:00:00,11.26
2011-02-23 01:00:00,5.72
2011-02-23 02:00:00,2.08
2011-02-23 03:00:00,1.47
2011-02-23 05:00:00,5.63
2011-02-23 06:00:00,31.04
2011-02-23 07:00:00,79.74
2011-02-23 08:00:00,184.7
2011-02-23 09:00:00,121.33
2011-02-23 10:00:00,53.38
2011-02-23 11:00:00,61.76
2011-02-23 12:00:00,77.51
2011-02-23 13:00:00,73.28
2011-02-23 14:00:00,78.27
2011-02-23 15:00:00,72.0
2011-02-23 16:00:00,103.11
2011-02-23 17:00:00,228.11
2011-02-23 18:00:00,210.27
2011-02-23 19:00:00,136.5
2011-02-23 20:00:00,76.2
2011-02-23 21:00:00,64.34
2011-02-23 22:00:00,47.66
2011-02-23 23:00:00,24.51
2011-02-24 00:00:00,10.82
2011-02-24 01:00:00,5.0
2011-02-24 02:00:00,2.5275
2011-02-24 03:00:00,2.11
2011-02-24 05:00:00,6.23
2011-02-24 06:00:00,36.36
2011-02-24 07:00:00,101.24
2011-02-24 08:00:00,250.28
2011-02-24 09:00:00,132.68
2011-02-24 10:00:00,60.79
2011-02-24 11:00:00,71.49
2011-02-24 12:00:00,94.53
2011-02-24 13:00:00,93.15
2011-02-24 14:00:00,92.2
2011-02-24 15:00:00,30.34
2011-02-24 16:00:00,47.78
2011-02-24 17:00:00,177.9
2011-02-24 18:00:00,174.98
2011-02-24 19:00:00,98.44
2011-02-24 20:00:00,73.32
2011-02-24 21:00:00,60.35
2011-02-24 22:00:00,36.32
2011-02-24 23:00:00,37.71
2011-02-25 00:00:00,13.81
2011-02-25 01:00:00,11.15
2011-02-25 02:00:00,8.08
2011-02-25 03:00:00,2.23
2011-02-25 05:00:00,7.52
2011-02-25 06:00:00,26.38
2011-02-25 07:00:00,63.27
2011-02-25 08:00:00,115.24
2011-02-25 09:00:00,78.58
2011-02-25 10:00:00,33.46
2011-02-25 11:00:00,152.36
2011-02-25 12:00:00,180.99
2011-02-25 13:00:00,180.69
2011-02-25 14:00:00,188.19
2011-02-25 15:00:00,199.92
2011-02-25 16:00:00,115.33
2011-02-25 17:00:00,187.3
2011-02-25 18:00:00,167.15
2011-02-25 19:00:00,110.61
2011-02-25 20:00:00,66.64
2011-02-25 21:00:00,52.94
2011-02-25 22:00:00,43.78
2011-02-25 23:00:00,32.06
2011-02-26 00:00:00,28.61
2011-02-26 01:00:00,20.18
2011-02-26 02:00:00,16.63
2011-02-26 03:00:00,10.636666666666667
2011-02-26 04:00:00,3.09
2011-02-26 05:00:00,3.09
2011-02-26 06:00:00,2.91
2011-02-26 07:00:00,8.35
2011-02-26 08:00:00,25.17
2011-02-26 09:00:00,57.12
2011-02-26 10:00:00,107.97
2011-02-26 11:00:00,126.41
2011-02-26 12:00:00,131.56
2011-02-26 13:00:00,144.31
2011-02-26 14:00:00,134.14
2011-02-26 15:00:00,142.05
2011-02-26 16:00:00,145.22
2011-02-26 17:00:00,116.24
2011-02-26 18:00:00,85.72
2011-02-26 19:00:00,73.66
2011-02-26 20:00:00,64.78
2011-02-26 21:00:00,44.5
2011-02-26 22:00:00,46.28
2011-02-26 23:00:00,48.22
2011-02-27 00:00:00,30.39
2011-02-27 01:00:00,26.91
2011-02-27 02:00:00,23.87
2011-02-27 03:00:00,12.88
2011-02-27 04:00:00,4.39
2011-02-27 06:00:00,2.95
2011-02-27 07:00:00,10.32
2011-02-27 08:00:00,43.74
2011-02-27 09:00:00,51.86666666666666
2011-02-27 10:00:00,77.88
2011-02-27 11:00:00,101.36
2011-02-27 12:00:00,163.06
2011-02-27 13:00:00,168.14
2011-02-27 14:00:00,179.39
2011-02-27 15:00:00,251.37
2011-02-27 16:00:00,264.79
2011-02-27 17:00:00,146.68
2011-02-27 18:00:00,118.58
2011-02-27 19:00:00,99.6
2011-02-27 20:00:00,74.32
2011-02-27 21:00:00,67.23
2011-02-27 22:00:00,51.36
2011-02-27 23:00:00,40.33
2011-02-28 00:00:00,18.53
2011-02-28 01:00:00,5.9
2011-02-28 03:00:00,1.98
2011-02-28 05:00:00,7.37
2011-02-28 06:00:00,35.54
2011-02-28 07:00:00,116.35
2011-02-28 08:00:00,223.32
2011-02-28 09:00:00,139.36
2011-02-28 10:00:00,96.55
2011-02-28 11:00:00,115.97
2011-02-28 12:00:00,121.42
2011-02-28 13:00:00,107.15
2011-02-28 14:00:00,60.12
2011-02-28 15:00:00,58.82
2011-02-28 16:00:00,89.12
2011-02-28 17:00:00,176.78
2011-02-28 18:00:00,180.18
2011-02-28 19:00:00,101.26
2011-02-28 20:00:00,94.11
2011-02-28 21:00:00,68.58
2011-02-28 22:00:00,34.94
2011-02-28 23:00:00,27.99
2011-03-20 00:00:00,38.53
2011-03-20 01:00:00,32.62
2011-03-20 02:00:00,22.71
2011-03-20 03:00:00,11.12
2011-03-20 04:00:00,1.35
2011-03-20 05:00:00,1.48
2011-03-20 06:00:00,1.49
2011-03-20 07:00:00,10.95
2011-03-20 08:00:00,36.82
2011-03-20 09:00:00,54.31
2011-03-20 10:00:00,122.64
2011-03-20 11:00:00,144.64
2011-03-20 12:00:00,165.03
2011-03-20 13:00:00,164.92
2011-03-20 14:00:00,163.14
2011-03-20 15:00:00,168.6
2011-03-20 16:00:00,153.58
2011-03-20 17:00:00,119.71
2011-03-20 18:00:00,127.9
2011-03-20 19:00:00,77.78
2011-03-20 20:00:00,65.49
2011-03-20 21:00:00,56.04
2011-03-20 22:00:00,48.56
2011-03-20 23:00:00,36.64
2011-03-21 00:00:00,29.35
2011-03-21 01:00:00,17.36
2011-03-21 02:00:00,8.45
2011-03-21 03:00:00,3.61
2011-03-21 05:00:00,15.21
2011-03-21 06:00:00,48.16
2011-03-21 07:00:00,93.05
2011-03-21 08:00:00,234.87
2011-03-21 09:00:00,137.26
2011-03-21 10:00:00,77.32
2011-03-21 11:00:00,110.04
2011-03-21 12:00:00,115.25
2011-03-21 13:00:00,124.35
2011-03-21 14:00:00,117.4
2011-03-21 15:00:00,171.01
2011-03-21 16:00:00,204.89
2011-03-21 17:00:00,443.3
2011-03-21 18:00:00,405.42
2011-03-21 19:00:00,287.58
2011-03-21 20:00:00,251.82
2011-03-21 21:00:00,110.01
2011-03-21 22:00:00,112.08
2011-03-21 23:00:00,56.62
2011-03-22 00:00:00,47.75
2011-03-22 01:00:00,12.13
2011-03-22 02:00:00,7.9
2011-03-22 03:00:00,4.46
2011-03-22 04:00:00,4.41
2011-03-22 05:00:00,18.02
2011-03-22 06:00:00,75.48
2011-03-22 07:00:00,194.61
2011-03-22 08:00:00,277.18
2011-03-22 09:00:00,141.22
2011-03-22 10:00:00,118.92
2011-03-22 11:00:00,129.67
2011-03-22 12:00:00,138.9
2011-03-22 13:00:00,138.22
2011-03-22 14:00:00,118.62
2011-03-22 15:00:00,127.17
2011-03-22 16:00:00,239.09
2011-03-22 17:00:00,430.43
2011-03-22 18:00:00,408.97
2011-03-22 19:00:00,206.72
2011-03-22 20:00:00,159.15
2011-03-22 21:00:00,95.31
2011-03-22 22:00:00,78.29
2011-03-22 23:00:00,51.5
2011-03-23 00:00:00,33.57
2011-03-23 01:00:00,11.68
2011-03-23 02:00:00,6.69
2011-03-23 03:00:00,4.18
2011-03-23 05:00:00,10.91
2011-03-23 06:00:00,58.89
2011-03-23 07:00:00,132.03
2011-03-23 08:00:00,279.51
2011-03-23 09:00:00,154.83
2011-03-23 10:00:00,69.04
2011-03-23 11:00:00,68.67
2011-03-23 12:00:00,74.68
2011-03-23 13:00:00,84.28
2011-03-23 14:00:00,96.28
2011-03-23 15:00:00,88.22
2011-03-23 16:00:00,146.74
2011-03-23 17:00:00,332.79
2011-03-23 18:00:00,188.56
2011-03-23 19:00:00,147.62
2011-03-23 20:00:00,67.3
2011-03-23 21:00:00,46.8
2011-03-23 22:00:00,64.5
2011-03-23 23:00:00,44.75
2011-03-24 00:00:00,22.55
2011-03-24 01:00:00,7.44
2011-03-24 02:00:00,5.6
2011-03-24 03:00:00,3.565
2011-03-24 04:00:00,3.51
2011-03-24 05:00:00,14.58
2011-03-24 06:00:00,59.14
2011-03-24 07:00:00,82.09
2011-03-24 08:00:00,107.49
2011-03-24 09:00:00,126.56
2011-03-24 10:00:00,66.43
2011-03-24 11:00:00,82.03
2011-03-24 12:00:00,92.43
2011-03-24 13:00:00,95.68
2011-03-24 14:00:00,96.52
2011-03-24 15:00:00,94.38
2011-03-24 16:00:00,133.38
2011-03-24 17:00:00,282.18
2011-03-24 18:00:00,252.75
2011-03-24 19:00:00,168.59
2011-03-24 20:00:00,110.19
2011-03-24 21:00:00,86.66
2011-03-24 22:00:00,68.48
2011-03-24 23:00:00,49.4
2011-03-25 00:00:00,26.77
2011-03-25 01:00:00,9.89
2011-03-25 02:00:00,7.8
2011-03-25 03:00:00,3.105833333333334
2011-03-25 04:00:00,2.545833333333333
2011-03-25 05:00:00,14.21
2011-03-25 06:00:00,66.71
2011-03-25 07:00:00,166.03
2011-03-25 08:00:00,264.36
2011-03-25 09:00:00,162.86
2011-03-25 10:00:00,100.67
2011-03-25 11:00:00,96.28
2011-03-25 12:00:00,111.14
2011-03-25 13:00:00,112.86
2011-03-25 14:00:00,121.36
2011-03-25 15:00:00,114.48
2011-03-25 16:00:00,155.46
2011-03-25 17:00:00,264.18
2011-03-25 18:00:00,262.96
2011-03-25 19:00:00,156.06
2011-03-25 20:00:00,103.14
2011-03-25 21:00:00,85.47
2011-03-25 22:00:00,57.23
2011-03-25 23:00:00,52.29
2011-03-26 00:00:00,36.83
2011-03-26 01:00:00,30.47
2011-03-26 02:00:00,22.06
2011-03-26 03:00:00,12.06
2011-03-26 04:00:00,4.38
2011-03-26 05:00:00,4.27
2011-03-26 06:00:00,12.72
2011-03-26 07:00:00,33.73
2011-03-26 08:00:00,66.13
2011-03-26 09:00:00,97.69
2011-03-26 10:00:00,148.55
2011-03-26 11:00:00,166.06
2011-03-26 12:00:00,192.54
2011-03-26 13:00:00,202.47
2011-03-26 14:00:00,201.14
2011-03-26 15:00:00,202.22
2011-03-26 16:00:00,200.09
2011-03-26 17:00:00,181.25
2011-03-26 18:00:00,181.9
2011-03-26 19:00:00,129.07
2011-03-26 20:00:00,84.31
2011-03-26 21:00:00,69.13
2011-03-26 22:00:00,67.06
2011-03-26 23:00:00,51.77
2011-03-27 00:00:00,39.15
2011-03-27 01:00:00,29.47
2011-03-27 02:00:00,23.95
2011-03-27 03:00:00,11.83
2011-03-27 04:00:00,4.73
2011-03-27 06:00:00,8.29
2011-03-27 07:00:00,104.97
2011-03-27 08:00:00,68.23
2011-03-27 09:00:00,88.68
2011-03-27 10:00:00,137.7
2011-03-27 11:00:00,155.91
2011-03-27 12:00:00,171.18
2011-03-27 13:00:00,183.4
2011-03-27 14:00:00,185.26
2011-03-27 15:00:00,184.12
2011-03-27 16:00:00,206.37
2011-03-27 17:00:00,176.66
2011-03-27 18:00:00,149.84
2011-03-27 19:00:00,126.64
2011-03-27 20:00:00,86.72
2011-03-27 21:00:00,60.77
2011-03-27 22:00:00,48.25
2011-03-27 23:00:00,49.17
2011-03-28 00:00:00,18.82
2011-03-28 01:00:00,8.25
2011-03-28 02:00:00,7.57
2011-03-28 03:00:00,4.15
2011-03-28 05:00:00,14.07
2011-03-28 06:00:00,60.25
2011-03-28 07:00:00,156.76
2011-03-28 08:00:00,255.55
2011-03-28 09:00:00,154.55
2011-03-28 10:00:00,107.59
2011-03-28 11:00:00,96.46
2011-03-28 12:00:00,103.95
2011-03-28 13:00:00,104.05
2011-03-28 14:00:00,113.02
2011-03-28 15:00:00,102.31
2011-03-28 16:00:00,155.01
2011-03-28 17:00:00,281.02
2011-03-28 18:00:00,265.2
2011-03-28 19:00:00,178.26
2011-03-28 20:00:00,123.59
2011-03-28 21:00:00,108.46
2011-03-28 22:00:00,65.81
2011-03-28 23:00:00,39.79
2011-03-29 00:00:00,18.88
2011-03-29 01:00:00,6.11
2011-03-29 02:00:00,11.23
2011-03-29 03:00:00,2.64
2011-03-29 04:00:00,3.38
2011-03-29 05:00:00,14.78
2011-03-29 06:00:00,64.67
2011-03-29 07:00:00,165.41
2011-03-29 08:00:00,255.31
2011-03-29 09:00:00,157.33
2011-03-29 10:00:00,98.3
2011-03-29 11:00:00,92.1
2011-03-29 12:00:00,116.64
2011-03-29 13:00:00,104.92
2011-03-29 14:00:00,117.89
2011-03-29 15:00:00,114.73
2011-03-29 16:00:00,160.09
2011-03-29 17:00:00,347.66
2011-03-29 18:00:00,319.11
2011-03-29 19:00:00,182.94
2011-03-29 20:00:00,142.95
2011-03-29 21:00:00,110.75
2011-03-29 22:00:00,76.29
2011-03-29 23:00:00,48.94
2011-03-30 00:00:00,22.62
2011-03-30 01:00:00,10.76
2011-03-30 02:00:00,5.5
2011-03-30 03:00:00,4.11
2011-03-30 04:00:00,3.96
2011-03-30 05:00:00,16.12
2011-03-30 06:00:00,63.64
2011-03-30 07:00:00,171.8
2011-03-30 08:00:00,283.29
2011-03-30 09:00:00,155.8
2011-03-30 10:00:00,90.79
2011-03-30 11:00:00,93.03
2011-03-30 12:00:00,98.96
2011-03-30 13:00:00,104.53
2011-03-30 14:00:00,91.26
2011-03-30 15:00:00,55.5
2011-03-30 16:00:00,80.64
2011-03-30 17:00:00,133.91
2011-03-30 18:00:00,186.44
2011-03-30 19:00:00,132.54
2011-03-30 20:00:00,69.88
2011-03-30 21:00:00,68.45
2011-03-30 22:00:00,43.86
2011-03-30 23:00:00,34.3
2011-03-31 00:00:00,16.25
2011-03-31 01:00:00,8.75
2011-03-31 02:00:00,7.35
2011-03-31 03:00:00,3.73
2011-03-31 04:00:00,3.88
2011-03-31 05:00:00,11.23
2011-03-31 06:00:00,34.38
2011-03-31 07:00:00,86.32
2011-03-31 08:00:00,217.49
2011-03-31 09:00:00,78.35
2011-03-31 10:00:00,55.12
2011-03-31 11:00:00,55.7
2011-03-31 12:00:00,57.71
2011-03-31 13:00:00,78.71
2011-03-31 14:00:00,75.86
2011-03-31 15:00:00,48.56
2011-03-31 16:00:00,101.69
2011-03-31 17:00:00,224.55
2011-03-31 18:00:00,222.85
2011-03-31 19:00:00,159.77
2011-03-31 20:00:00,67.66
2011-03-31 21:00:00,82.49
2011-03-31 22:00:00,44.69
2011-03-31 23:00:00,46.47
2011-04-20 00:00:00,41.92
2011-04-20 01:00:00,9.41
2011-04-20 02:00:00,9.86
2011-04-20 03:00:00,4.46
2011-04-20 04:00:00,4.48
2011-04-20 05:00:00,18.99
2011-04-20 06:00:00,87.01
2011-04-20 07:00:00,249.03
2011-04-20 08:00:00,432.71
2011-04-20 09:00:00,204.54
2011-04-20 10:00:00,132.34
2011-04-20 11:00:00,137.43
2011-04-20 12:00:00,201.39
2011-04-20 13:00:00,193.45
2011-04-20 14:00:00,171.22
2011-04-20 15:00:00,175.12
2011-04-20 16:00:00,273.09
2011-04-20 17:00:00,510.61
2011-04-20 18:00:00,522.11
2011-04-20 19:00:00,411.58
2011-04-20 20:00:00,312.47
2011-04-20 21:00:00,226.92
2011-04-20 22:00:00,153.66
2011-04-20 23:00:00,97.17
2011-04-21 00:00:00,39.0
2011-04-21 01:00:00,16.71
2011-04-21 02:00:00,11.35
2011-04-21 03:00:00,3.99
2011-04-21 04:00:00,4.54
2011-04-21 05:00:00,19.52
2011-04-21 06:00:00,64.39
2011-04-21 07:00:00,177.31
2011-04-21 08:00:00,275.41
2011-04-21 09:00:00,164.48
2011-04-21 10:00:00,138.72
2011-04-21 11:00:00,147.26
2011-04-21 12:00:00,169.2
2011-04-21 13:00:00,174.17
2011-04-21 14:00:00,139.5
2011-04-21 15:00:00,143.55
2011-04-21 16:00:00,205.69
2011-04-21 17:00:00,433.02
2011-04-21 18:00:00,370.71
2011-04-21 19:00:00,232.85
2011-04-21 20:00:00,178.71
2011-04-21 21:00:00,118.2
2011-04-21 22:00:00,98.74
2011-04-21 23:00:00,66.03
2011-04-22 00:00:00,38.09
2011-04-22 01:00:00,18.47
2011-04-22 02:00:00,11.0
2011-04-22 03:00:00,3.7966666666666664
2011-04-22 04:00:00,3.8866666666666663
2011-04-22 05:00:00,17.01
2011-04-22 06:00:00,76.36
2011-04-22 07:00:00,162.73
2011-04-22 08:00:00,274.18
2011-04-22 09:00:00,168.52
2011-04-22 10:00:00,107.57
2011-04-22 11:00:00,108.92
2011-04-22 12:00:00,115.34
2011-04-22 13:00:00,78.0
2011-04-22 14:00:00,36.21
2011-04-22 15:00:00,72.2
2011-04-22 16:00:00,116.93
2011-04-22 17:00:00,138.37
2011-04-22 18:00:00,92.52
2011-04-22 19:00:00,88.3
2011-04-22 20:00:00,73.78
2011-04-22 21:00:00,59.49
2011-04-22 22:00:00,54.65
2011-04-22 23:00:00,55.28
2011-04-23 00:00:00,38.77
2011-04-23 01:00:00,28.36
2011-04-23 02:00:00,30.44
